protid,Entry
AF-D2Y2E7-F1-model_v4,D2Y2E7
AF-P01469-F1-model_v4,P01469
AF-B2BRQ6-F1-model_v4,B2BRQ6
AF-C0JB11-F1-model_v4,C0JB11
AF-P19004-F1-model_v4,P19004
AF-P81714-F1-model_v4,P81714
AF-Q1PBD1-F1-model_v4,Q1PBD1
AF-A7X406-F1-model_v4,A7X406
AF-Q9UA71-F1-model_v4,Q9UA71
AF-Q90YA6-F1-model_v4,Q90YA6
AF-P0DKP5-F1-model_v4,P0DKP5
AF-F8J2F3-F1-model_v4,F8J2F3
AF-X5IGW1-F1-model_v4,X5IGW1
AF-P55927-F1-model_v4,P55927
AF-P0CH39-F1-model_v4,P0CH39
AF-A0A3G3C7W0-F1-model_v4,A0A3G3C7W0
AF-P0DSI7-F1-model_v4,P0DSI7
AF-Q8AY80-F1-model_v4,Q8AY80
AF-Q75WH6-F1-model_v4,Q75WH6
AF-P0DPG7-F1-model_v4,P0DPG7
AF-P60301-F1-model_v4,P60301
AF-B6DD19-F1-model_v4,B6DD19
AF-P01397-F1-model_v4,P01397
AF-P0DQJ3-F1-model_v4,P0DQJ3
AF-B3EWS9-F1-model_v4,B3EWS9
AF-P83041-F1-model_v4,P83041
AF-P10116-F1-model_v4,P10116
AF-Q9XYR5-F1-model_v4,Q9XYR5
AF-Q7M3V4-F1-model_v4,Q7M3V4
AF-Q9PRP4-F1-model_v4,Q9PRP4
AF-P0DQC8-F1-model_v4,P0DQC8
AF-C9X4K8-F1-model_v4,C9X4K8
AF-P0DQP2-F1-model_v4,P0DQP2
AF-P0DPM1-F1-model_v4,P0DPM1
AF-Q3YEE2-F1-model_v4,Q3YEE2
AF-A0RZC6-F1-model_v4,A0RZC6
AF-I6RA76-F1-model_v4,I6RA76
AF-Q8JIV8-F1-model_v4,Q8JIV8
AF-Q7T2Q1-F1-model_v4,Q7T2Q1
AF-A0A5C1ZXT8-F1-model_v4,A0A5C1ZXT8
AF-P0DPW0-F1-model_v4,P0DPW0
AF-P83248-F1-model_v4,P83248
AF-Q8AWX7-F1-model_v4,Q8AWX7
AF-P0C176-F1-model_v4,P0C176
AF-Q1ELU1-F1-model_v4,Q1ELU1
AF-A6M934-F1-model_v4,A6M934
AF-C0HK19-F1-model_v4,C0HK19
AF-P0C296-F1-model_v4,P0C296
AF-C0HJY7-F1-model_v4,C0HJY7
AF-P63175-F1-model_v4,P63175
AF-A6YR31-F1-model_v4,A6YR31
AF-B6DD24-F1-model_v4,B6DD24
AF-C0HKG9-F1-model_v4,C0HKG9
AF-Q805A2-F1-model_v4,Q805A2
AF-Q9XZL2-F1-model_v4,Q9XZL2
AF-P0C2U7-F1-model_v4,P0C2U7
AF-Q3HXX6-F1-model_v4,Q3HXX6
AF-P0CE84-F1-model_v4,P0CE84
AF-P60273-F1-model_v4,P60273
AF-Q68PH0-F1-model_v4,Q68PH0
AF-X5IFY8-F1-model_v4,X5IFY8
AF-P0DJM6-F1-model_v4,P0DJM6
AF-A0A0R4I952-F1-model_v4,A0A0R4I952
AF-D6C4K0-F1-model_v4,D6C4K0
AF-A5X2X1-F1-model_v4,A5X2X1
AF-O42190-F1-model_v4,O42190
AF-P0C834-F1-model_v4,P0C834
AF-D2Y2K6-F1-model_v4,D2Y2K6
AF-P01488-F1-model_v4,P01488
AF-P0DL40-F1-model_v4,P0DL40
AF-D2Y2Q7-F1-model_v4,D2Y2Q7
AF-Q9BPH1-F1-model_v4,Q9BPH1
AF-P01413-F1-model_v4,P01413
AF-Q5G8B3-F1-model_v4,Q5G8B3
AF-P0CY75-F1-model_v4,P0CY75
AF-Q9U619-F1-model_v4,Q9U619
AF-Q98989-F1-model_v4,Q98989
AF-A0A023W168-F1-model_v4,A0A023W168
AF-Q2I2P4-F1-model_v4,Q2I2P4
AF-C1JAR9-F1-model_v4,C1JAR9
AF-Q5Y4U7-F1-model_v4,Q5Y4U7
AF-P86408-F1-model_v4,P86408
AF-A2VBC4-F1-model_v4,A2VBC4
AF-Q9PUH7-F1-model_v4,Q9PUH7
AF-C0HLF6-F1-model_v4,C0HLF6
AF-W4VSA7-F1-model_v4,W4VSA7
AF-B8K1V9-F1-model_v4,B8K1V9
AF-P0DME2-F1-model_v4,P0DME2
AF-P0C6S3-F1-model_v4,P0C6S3
AF-C0JB56-F1-model_v4,C0JB56
AF-Q9BPB7-F1-model_v4,Q9BPB7
AF-D9U2A3-F1-model_v4,D9U2A3
AF-P84631-F1-model_v4,P84631
AF-P81428-F1-model_v4,P81428
AF-C0KYC3-F1-model_v4,C0KYC3
AF-D2Y2A0-F1-model_v4,D2Y2A0
AF-Q0PL65-F1-model_v4,Q0PL65
AF-P0C892-F1-model_v4,P0C892
AF-P0C5G2-F1-model_v4,P0C5G2
AF-C9DPL5-F1-model_v4,C9DPL5
AF-P83998-F1-model_v4,P83998
AF-C0JAW7-F1-model_v4,C0JAW7
AF-D2Y270-F1-model_v4,D2Y270
AF-W4VRV2-F1-model_v4,W4VRV2
AF-B6DCL0-F1-model_v4,B6DCL0
AF-Q53B54-F1-model_v4,Q53B54
AF-P0DN49-F1-model_v4,P0DN49
AF-P0CAR1-F1-model_v4,P0CAR1
AF-A8HDK2-F1-model_v4,A8HDK2
AF-C0H694-F1-model_v4,C0H694
AF-P83557-F1-model_v4,P83557
AF-P0C669-F1-model_v4,P0C669
AF-F8QN50-F1-model_v4,F8QN50
AF-B6DCV1-F1-model_v4,B6DCV1
AF-A0A0N7CSQ4-F1-model_v4,A0A0N7CSQ4
AF-P84851-F1-model_v4,P84851
AF-P83903-F1-model_v4,P83903
AF-Q9BP47-F1-model_v4,Q9BP47
AF-Q02471-F1-model_v4,Q02471
AF-P60209-F1-model_v4,P60209
AF-B5G6G5-F1-model_v4,B5G6G5
AF-P0DJC7-F1-model_v4,P0DJC7
AF-Q8AVA3-F1-model_v4,Q8AVA3
AF-Q9XZK8-F1-model_v4,Q9XZK8
AF-B2KKW0-F1-model_v4,B2KKW0
AF-P0DQN4-F1-model_v4,P0DQN4
AF-P0DKN3-F1-model_v4,P0DKN3
AF-P62376-F1-model_v4,P62376
AF-P0DSM0-F1-model_v4,P0DSM0
AF-P56852-F1-model_v4,P56852
AF-P29179-F1-model_v4,P29179
AF-P0DKT2-F1-model_v4,P0DKT2
AF-C0HJW6-F1-model_v4,C0HJW6
AF-E7CZY8-F1-model_v4,E7CZY8
AF-P25517-F1-model_v4,P25517
AF-P0DPY1-F1-model_v4,P0DPY1
AF-C0K3N5-F1-model_v4,C0K3N5
AF-P60234-F1-model_v4,P60234
AF-Q2PAY4-F1-model_v4,Q2PAY4
AF-P18619-F1-model_v4,P18619
AF-B3EWN2-F1-model_v4,B3EWN2
AF-P0CI97-F1-model_v4,P0CI97
AF-N0AAE6-F1-model_v4,N0AAE6
AF-P0C2K1-F1-model_v4,P0C2K1
AF-Q90WI7-F1-model_v4,Q90WI7
AF-B3EWT3-F1-model_v4,B3EWT3
AF-P61102-F1-model_v4,P61102
AF-G1C1T2-F1-model_v4,G1C1T2
AF-A0FKN6-F1-model_v4,A0FKN6
AF-H1ZZI3-F1-model_v4,H1ZZI3
AF-A0A0B5A7M7-F1-model_v4,A0A0B5A7M7
AF-C7T1P4-F1-model_v4,C7T1P4
AF-D2YVJ6-F1-model_v4,D2YVJ6
AF-P0CH43-F1-model_v4,P0CH43
AF-B1NWS8-F1-model_v4,B1NWS8
AF-P24777-F1-model_v4,P24777
AF-Q8AY45-F1-model_v4,Q8AY45
AF-P0DPX8-F1-model_v4,P0DPX8
AF-Q8JH85-F1-model_v4,Q8JH85
AF-P0DSL9-F1-model_v4,P0DSL9
AF-A7X3V7-F1-model_v4,A7X3V7
AF-B4XT02-F1-model_v4,B4XT02
AF-P25675-F1-model_v4,P25675
AF-D5HR53-F1-model_v4,D5HR53
AF-A0A158RFT4-F1-model_v4,A0A158RFT4
AF-B6DD47-F1-model_v4,B6DD47
AF-Q1I174-F1-model_v4,Q1I174
AF-Q3SB14-F1-model_v4,Q3SB14
AF-Q68PG8-F1-model_v4,Q68PG8
AF-B3EWV7-F1-model_v4,B3EWV7
AF-P22947-F1-model_v4,P22947
AF-Q2VBP0-F1-model_v4,Q2VBP0
AF-P35759-F1-model_v4,P35759
AF-P0DQF6-F1-model_v4,P0DQF6
AF-P60210-F1-model_v4,P60210
AF-E7CLN8-F1-model_v4,E7CLN8
AF-Q6JQN2-F1-model_v4,Q6JQN2
AF-Q9XY87-F1-model_v4,Q9XY87
AF-P0C253-F1-model_v4,P0C253
AF-Q8AY78-F1-model_v4,Q8AY78
AF-P68417-F1-model_v4,P68417
AF-P0DSO4-F1-model_v4,P0DSO4
AF-P86094-F1-model_v4,P86094
AF-Q6X5S9-F1-model_v4,Q6X5S9
AF-Q4VM08-F1-model_v4,Q4VM08
AF-Q6LEM5-F1-model_v4,Q6LEM5
AF-P0DKL7-F1-model_v4,P0DKL7
AF-P0DJ73-F1-model_v4,P0DJ73
AF-C0HK47-F1-model_v4,C0HK47
AF-Q26292-F1-model_v4,Q26292
AF-P49266-F1-model_v4,P49266
AF-P15223-F1-model_v4,P15223
AF-B8XH42-F1-model_v4,B8XH42
AF-E2DQZ5-F1-model_v4,E2DQZ5
AF-P0CI15-F1-model_v4,P0CI15
AF-D8VNS0-F1-model_v4,D8VNS0
AF-P24605-F1-model_v4,P24605
AF-Q1ZYW0-F1-model_v4,Q1ZYW0
AF-F5CPE4-F1-model_v4,F5CPE4
AF-H2BK78-F1-model_v4,H2BK78
AF-Q7YWA7-F1-model_v4,Q7YWA7
AF-P0DJH8-F1-model_v4,P0DJH8
AF-E2S062-F1-model_v4,E2S062
AF-D5LMJ3-F1-model_v4,D5LMJ3
AF-B6DCT5-F1-model_v4,B6DCT5
AF-P58782-F1-model_v4,P58782
AF-Q9BP63-F1-model_v4,Q9BP63
AF-D2Y3T1-F1-model_v4,D2Y3T1
AF-W4VS53-F1-model_v4,W4VS53
AF-U3EQ60-F1-model_v4,U3EQ60
AF-P17696-F1-model_v4,P17696
AF-P0DM16-F1-model_v4,P0DM16
AF-B6DCN4-F1-model_v4,B6DCN4
AF-C0JAU3-F1-model_v4,C0JAU3
AF-D2Y254-F1-model_v4,D2Y254
AF-P83608-F1-model_v4,P83608
AF-Q91053-F1-model_v4,Q91053
AF-P46110-F1-model_v4,P46110
AF-P0DL59-F1-model_v4,P0DL59
AF-Q9BPI8-F1-model_v4,Q9BPI8
AF-D2Y2C4-F1-model_v4,D2Y2C4
AF-P01491-F1-model_v4,P01491
AF-C0JB72-F1-model_v4,C0JB72
AF-O42189-F1-model_v4,O42189
AF-D6C4J9-F1-model_v4,D6C4J9
AF-Q17231-F1-model_v4,Q17231
AF-D3JWK4-F1-model_v4,D3JWK4
AF-P24160-F1-model_v4,P24160
AF-P83747-F1-model_v4,P83747
AF-B6DCW8-F1-model_v4,B6DCW8
AF-P0C670-F1-model_v4,P0C670
AF-Q2I2R0-F1-model_v4,Q2I2R0
AF-P0CAZ3-F1-model_v4,P0CAZ3
AF-P0DTY6-F1-model_v4,P0DTY6
AF-Q5Y4W3-F1-model_v4,Q5Y4W3
AF-B6DCM9-F1-model_v4,B6DCM9
AF-D2Y269-F1-model_v4,D2Y269
AF-B5L5N1-F1-model_v4,B5L5N1
AF-P0DN50-F1-model_v4,P0DN50
AF-Q9TVR4-F1-model_v4,Q9TVR4
AF-B4XSZ6-F1-model_v4,B4XSZ6
AF-P53357-F1-model_v4,P53357
AF-P84907-F1-model_v4,P84907
AF-A0A1U9VX91-F1-model_v4,A0A1U9VX91
AF-P0DL64-F1-model_v4,P0DL64
AF-D2DGD8-F1-model_v4,D2DGD8
AF-P81865-F1-model_v4,P81865
AF-C0HLN4-F1-model_v4,C0HLN4
AF-W4VSI5-F1-model_v4,W4VSI5
AF-B1P1A8-F1-model_v4,B1P1A8
AF-P01437-F1-model_v4,P01437
AF-Q9BPJ5-F1-model_v4,Q9BPJ5
AF-D2Y2I2-F1-model_v4,D2Y2I2
AF-Q9GQV6-F1-model_v4,Q9GQV6
AF-B8K1W0-F1-model_v4,B8K1W0
AF-B1P1H3-F1-model_v4,B1P1H3
AF-D6C4I4-F1-model_v4,D6C4I4
AF-C1IBY0-F1-model_v4,C1IBY0
AF-P0DUT2-F1-model_v4,P0DUT2
AF-Q71QI2-F1-model_v4,Q71QI2
AF-C9X4J1-F1-model_v4,C9X4J1
AF-P60257-F1-model_v4,P60257
AF-P0DQB1-F1-model_v4,P0DQB1
AF-P0CJ14-F1-model_v4,P0CJ14
AF-P35785-F1-model_v4,P35785
AF-P0DP95-F1-model_v4,P0DP95
AF-B6DD00-F1-model_v4,B6DD00
AF-Q9PS08-F1-model_v4,Q9PS08
AF-Q95WD2-F1-model_v4,Q95WD2
AF-G3LH89-F1-model_v4,G3LH89
AF-Q6X5T3-F1-model_v4,Q6X5T3
AF-P31985-F1-model_v4,P31985
AF-P0DPU4-F1-model_v4,P0DPU4
AF-A1IVR8-F1-model_v4,A1IVR8
AF-B8XH38-F1-model_v4,B8XH38
AF-Q3YEG6-F1-model_v4,Q3YEG6
AF-P0CH20-F1-model_v4,P0CH20
AF-B0VXV0-F1-model_v4,B0VXV0
AF-W5XDM0-F1-model_v4,W5XDM0
AF-P82287-F1-model_v4,P82287
AF-C5H5D2-F1-model_v4,C5H5D2
AF-Q1RP78-F1-model_v4,Q1RP78
AF-P0DQR6-F1-model_v4,P0DQR6
AF-P0CI52-F1-model_v4,P0CI52
AF-Q2YHJ8-F1-model_v4,Q2YHJ8
AF-Q52SK7-F1-model_v4,Q52SK7
AF-C0L2T8-F1-model_v4,C0L2T8
AF-A9XDG3-F1-model_v4,A9XDG3
AF-P0DJE4-F1-model_v4,P0DJE4
AF-O13062-F1-model_v4,O13062
AF-P69766-F1-model_v4,P69766
AF-P83251-F1-model_v4,P83251
AF-P0DPV9-F1-model_v4,P0DPV9
AF-P0DSK3-F1-model_v4,P0DSK3
AF-A6YR28-F1-model_v4,A6YR28
AF-P0DJ34-F1-model_v4,P0DJ34
AF-P29181-F1-model_v4,P29181
AF-C0HJQ5-F1-model_v4,C0HJQ5
AF-P0DPL8-F1-model_v4,P0DPL8
AF-P20416-F1-model_v4,P20416
AF-Q9GU58-F1-model_v4,Q9GU58
AF-F8J2D7-F1-model_v4,F8J2D7
AF-Q8JIW1-F1-model_v4,Q8JIW1
AF-A0A3G3C7U4-F1-model_v4,A0A3G3C7U4
AF-P55903-F1-model_v4,P55903
AF-P81884-F1-model_v4,P81884
AF-Q5K0D7-F1-model_v4,Q5K0D7
AF-C0JB35-F1-model_v4,C0JB35
AF-Q9BPD4-F1-model_v4,Q9BPD4
AF-Q26464-F1-model_v4,Q26464
AF-P0DUS8-F1-model_v4,P0DUS8
AF-P0DL85-F1-model_v4,P0DL85
AF-D2KX92-F1-model_v4,D2KX92
AF-P0DMY0-F1-model_v4,P0DMY0
AF-J3RYX9-F1-model_v4,J3RYX9
AF-P00980-F1-model_v4,P00980
AF-D2Y2G3-F1-model_v4,D2Y2G3
AF-D2Y1Z9-F1-model_v4,D2Y1Z9
AF-B1P1F2-F1-model_v4,B1P1F2
AF-D2Y213-F1-model_v4,D2Y213
AF-Q9NBG9-F1-model_v4,Q9NBG9
AF-P61542-F1-model_v4,P61542
AF-Q9U647-F1-model_v4,Q9U647
AF-Q5Y4Y2-F1-model_v4,Q5Y4Y2
AF-B6DCJ3-F1-model_v4,B6DCJ3
AF-B6DCY9-F1-model_v4,B6DCY9
AF-P0DOZ4-F1-model_v4,P0DOZ4
AF-P60814-F1-model_v4,P60814
AF-D2Y168-F1-model_v4,D2Y168
AF-P86802-F1-model_v4,P86802
AF-P01502-F1-model_v4,P01502
AF-B6DCP2-F1-model_v4,B6DCP2
AF-X5IXY8-F1-model_v4,X5IXY8
AF-P0DM51-F1-model_v4,P0DM51
AF-P81504-F1-model_v4,P81504
AF-D2Y288-F1-model_v4,D2Y288
AF-P58425-F1-model_v4,P58425
AF-P86456-F1-model_v4,P86456
AF-D6C4M3-F1-model_v4,D6C4M3
AF-C0JB08-F1-model_v4,C0JB08
AF-D2Y2M5-F1-model_v4,D2Y2M5
AF-Q7LZ61-F1-model_v4,Q7LZ61
AF-P85842-F1-model_v4,P85842
AF-L0GCV8-F1-model_v4,L0GCV8
AF-P00609-F1-model_v4,P00609
AF-P86524-F1-model_v4,P86524
AF-P34179-F1-model_v4,P34179
AF-P86970-F1-model_v4,P86970
AF-P01470-F1-model_v4,P01470
AF-D2Y1Y4-F1-model_v4,D2Y1Y4
AF-C0JB93-F1-model_v4,C0JB93
AF-P0DUJ4-F1-model_v4,P0DUJ4
AF-P0DMI7-F1-model_v4,P0DMI7
AF-Q9BP82-F1-model_v4,Q9BP82
AF-Q14FJ4-F1-model_v4,Q14FJ4
AF-P0CC11-F1-model_v4,P0CC11
AF-C0JAR9-F1-model_v4,C0JAR9
AF-D5KXG7-F1-model_v4,D5KXG7
AF-P0C7A8-F1-model_v4,P0C7A8
AF-P0DN17-F1-model_v4,P0DN17
AF-B6DCZ4-F1-model_v4,B6DCZ4
AF-A0A1W6EVM7-F1-model_v4,A0A1W6EVM7
AF-P15968-F1-model_v4,P15968
AF-B5KL32-F1-model_v4,B5KL32
AF-F6JWU9-F1-model_v4,F6JWU9
AF-B5L5P7-F1-model_v4,B5L5P7
AF-M1E1F0-F1-model_v4,M1E1F0
AF-P0C637-F1-model_v4,P0C637
AF-C0HL58-F1-model_v4,C0HL58
AF-P0C8C7-F1-model_v4,P0C8C7
AF-A7X4T2-F1-model_v4,A7X4T2
AF-Q8UUI0-F1-model_v4,Q8UUI0
AF-Q9I837-F1-model_v4,Q9I837
AF-Q3YAU5-F1-model_v4,Q3YAU5
AF-Q6ITB8-F1-model_v4,Q6ITB8
AF-P84808-F1-model_v4,P84808
AF-B6DCS8-F1-model_v4,B6DCS8
AF-P10459-F1-model_v4,P10459
AF-B5KL35-F1-model_v4,B5KL35
AF-Q8UVG0-F1-model_v4,Q8UVG0
AF-B5L5P0-F1-model_v4,B5L5P0
AF-A6MFK4-F1-model_v4,A6MFK4
AF-P86717-F1-model_v4,P86717
AF-P0DN10-F1-model_v4,P0DN10
AF-B6DCZ3-F1-model_v4,B6DCZ3
AF-Q7SZE1-F1-model_v4,Q7SZE1
AF-Q9BP85-F1-model_v4,Q9BP85
AF-P0CC16-F1-model_v4,P0CC16
AF-C9E1S1-F1-model_v4,C9E1S1
AF-D2Y229-F1-model_v4,D2Y229
AF-P81791-F1-model_v4,P81791
AF-B1P1E8-F1-model_v4,B1P1E8
AF-C0JB94-F1-model_v4,C0JB94
AF-D2Y1Y3-F1-model_v4,D2Y1Y3
AF-P01477-F1-model_v4,P01477
AF-P0DUJ3-F1-model_v4,P0DUJ3
AF-D2Y2D9-F1-model_v4,D2Y2D9
AF-P86523-F1-model_v4,P86523
AF-P0DL24-F1-model_v4,P0DL24
AF-P36235-F1-model_v4,P36235
AF-A8N286-F1-model_v4,A8N286
AF-Q71RP8-F1-model_v4,Q71RP8
AF-P0DUP2-F1-model_v4,P0DUP2
AF-D2Y2M2-F1-model_v4,D2Y2M2
AF-A0A6B9L1H0-F1-model_v4,A0A6B9L1H0
AF-P0C850-F1-model_v4,P0C850
AF-P26324-F1-model_v4,P26324
AF-A0A146B485-F1-model_v4,A0A146B485
AF-Q5FZI6-F1-model_v4,Q5FZI6
AF-P0DM56-F1-model_v4,P0DM56
AF-P84835-F1-model_v4,P84835
AF-B6DCP5-F1-model_v4,B6DCP5
AF-F6JWV3-F1-model_v4,F6JWV3
AF-E4VP41-F1-model_v4,E4VP41
AF-P86805-F1-model_v4,P86805
AF-P81598-F1-model_v4,P81598
AF-Q5Y4Y5-F1-model_v4,Q5Y4Y5
AF-B6DCJ4-F1-model_v4,B6DCJ4
AF-Q0NZX9-F1-model_v4,Q0NZX9
AF-Q45Z30-F1-model_v4,Q45Z30
AF-D2Y214-F1-model_v4,D2Y214
AF-Q4JHE3-F1-model_v4,Q4JHE3
AF-Q9PUG8-F1-model_v4,Q9PUG8
AF-B1P1F5-F1-model_v4,B1P1F5
AF-D2Y2G4-F1-model_v4,D2Y2G4
AF-P0DMY7-F1-model_v4,P0DMY7
AF-P0DL19-F1-model_v4,P0DL19
AF-P00987-F1-model_v4,P00987
AF-P0DL82-F1-model_v4,P0DL82
AF-Q9U6X1-F1-model_v4,Q9U6X1
AF-A7RJ12-F1-model_v4,A7RJ12
AF-Q5K0D0-F1-model_v4,Q5K0D0
AF-Q9BPD3-F1-model_v4,Q9BPD3
AF-C0JB32-F1-model_v4,C0JB32
AF-P81883-F1-model_v4,P81883
AF-P62389-F1-model_v4,P62389
AF-F8J2D0-F1-model_v4,F8J2D0
AF-A0A348G5W1-F1-model_v4,A0A348G5W1
AF-P55904-F1-model_v4,P55904
AF-P29186-F1-model_v4,P29186
AF-C0HJQ2-F1-model_v4,C0HJQ2
AF-P0DKR6-F1-model_v4,P0DKR6
AF-I6S7H3-F1-model_v4,I6S7H3
AF-P0DJ33-F1-model_v4,P0DJ33
AF-Q9NJC4-F1-model_v4,Q9NJC4
AF-P83256-F1-model_v4,P83256
AF-P0DSK4-F1-model_v4,P0DSK4
AF-P0C168-F1-model_v4,P0C168
AF-P79799-F1-model_v4,P79799
AF-P69761-F1-model_v4,P69761
AF-P24645-F1-model_v4,P24645
AF-A9XDG4-F1-model_v4,A9XDG4
AF-P0DJE3-F1-model_v4,P0DJE3
AF-P0CI55-F1-model_v4,P0CI55
AF-P86100-F1-model_v4,P86100
AF-P0DQR1-F1-model_v4,P0DQR1
AF-A0A6B9L6D3-F1-model_v4,A0A6B9L6D3
AF-C5H5D5-F1-model_v4,C5H5D5
AF-P59071-F1-model_v4,P59071
AF-Q3HXY8-F1-model_v4,Q3HXY8
AF-B3EWX1-F1-model_v4,B3EWX1
AF-P49369-F1-model_v4,P49369
AF-C5J895-F1-model_v4,C5J895
AF-P85032-F1-model_v4,P85032
AF-I6RU32-F1-model_v4,I6RU32
AF-P86392-F1-model_v4,P86392
AF-Q09GK2-F1-model_v4,Q09GK2
AF-P85140-F1-model_v4,P85140
AF-Q7T2I3-F1-model_v4,Q7T2I3
AF-Q6X5T4-F1-model_v4,Q6X5T4
AF-I6L8L6-F1-model_v4,I6L8L6
AF-P31982-F1-model_v4,P31982
AF-P0DPU3-F1-model_v4,P0DPU3
AF-A0A059U906-F1-model_v4,A0A059U906
AF-A0A6B9KZ59-F1-model_v4,A0A6B9KZ59
AF-O76201-F1-model_v4,O76201
AF-P79810-F1-model_v4,P79810
AF-B6DD07-F1-model_v4,B6DD07
AF-O13058-F1-model_v4,O13058
AF-P82226-F1-model_v4,P82226
AF-G1AS76-F1-model_v4,G1AS76
AF-P01389-F1-model_v4,P01389
AF-Q2VBN1-F1-model_v4,Q2VBN1
AF-P0DJO5-F1-model_v4,P0DJO5
AF-P35782-F1-model_v4,P35782
AF-Q9XYZ0-F1-model_v4,Q9XYZ0
AF-P63019-F1-model_v4,P63019
AF-D2Y498-F1-model_v4,D2Y498
AF-P0CJ13-F1-model_v4,P0CJ13
AF-P0DQB6-F1-model_v4,P0DQB6
AF-P0DUT5-F1-model_v4,P0DUT5
AF-Q71QI5-F1-model_v4,Q71QI5
AF-P0C6A7-F1-model_v4,P0C6A7
AF-P0DMW6-F1-model_v4,P0DMW6
AF-P82950-F1-model_v4,P82950
AF-P14531-F1-model_v4,P14531
AF-Q9YGH9-F1-model_v4,Q9YGH9
AF-B1P1H4-F1-model_v4,B1P1H4
AF-P61790-F1-model_v4,P61790
AF-D6C4I3-F1-model_v4,D6C4I3
AF-D2Y2I5-F1-model_v4,D2Y2I5
AF-A0A515MEM9-F1-model_v4,A0A515MEM9
AF-Q91126-F1-model_v4,Q91126
AF-E9NW27-F1-model_v4,E9NW27
AF-Q9BPC9-F1-model_v4,Q9BPC9
AF-C0JB48-F1-model_v4,C0JB48
AF-Q9BPJ2-F1-model_v4,Q9BPJ2
AF-P83406-F1-model_v4,P83406
AF-Q9PW56-F1-model_v4,Q9PW56
AF-P81862-F1-model_v4,P81862
AF-P84900-F1-model_v4,P84900
AF-Q5XUW8-F1-model_v4,Q5XUW8
AF-B4XSZ1-F1-model_v4,B4XSZ1
AF-P0DN57-F1-model_v4,P0DN57
AF-Q86FQ0-F1-model_v4,Q86FQ0
AF-A7X4J4-F1-model_v4,A7X4J4
AF-C0JAV9-F1-model_v4,C0JAV9
AF-B5L5N6-F1-model_v4,B5L5N6
AF-A7LI92-F1-model_v4,A7LI92
AF-Q5Y4W4-F1-model_v4,Q5Y4W4
AF-P0C8G7-F1-model_v4,P0C8G7
AF-P34076-F1-model_v4,P34076
AF-P0DTY1-F1-model_v4,P0DTY1
AF-Q9BP59-F1-model_v4,Q9BP59
AF-A0A6G9KIR5-F1-model_v4,A0A6G9KIR5
AF-P0CAZ4-F1-model_v4,P0CAZ4
AF-Q2I2R7-F1-model_v4,Q2I2R7
AF-P0DUW8-F1-model_v4,P0DUW8
AF-D3JWK3-F1-model_v4,D3JWK3
AF-C0JB75-F1-model_v4,C0JB75
AF-P01496-F1-model_v4,P01496
AF-P60980-F1-model_v4,P60980
AF-D2Y2J8-F1-model_v4,D2Y2J8
AF-D2Y2C3-F1-model_v4,D2Y2C3
AF-B1P1B2-F1-model_v4,B1P1B2
AF-Q9DF67-F1-model_v4,Q9DF67
AF-H2CYR5-F1-model_v4,H2CYR5
AF-D2Y253-F1-model_v4,D2Y253
AF-C0JAU4-F1-model_v4,C0JAU4
AF-Q8UW25-F1-model_v4,Q8UW25
AF-P0C8M1-F1-model_v4,P0C8M1
AF-J3RY93-F1-model_v4,J3RY93
AF-Q6T6S5-F1-model_v4,Q6T6S5
AF-B6DCN3-F1-model_v4,B6DCN3
AF-A9QQ26-F1-model_v4,A9QQ26
AF-Q9BP64-F1-model_v4,Q9BP64
AF-D2Y3T6-F1-model_v4,D2Y3T6
AF-A0A7S8MV32-F1-model_v4,A0A7S8MV32
AF-P0C8W0-F1-model_v4,P0C8W0
AF-E2S065-F1-model_v4,E2S065
AF-B6DCT2-F1-model_v4,B6DCT2
AF-Q90Y12-F1-model_v4,Q90Y12
AF-P0CI89-F1-model_v4,P0CI89
AF-U5KJM4-F1-model_v4,U5KJM4
AF-F5CPE3-F1-model_v4,F5CPE3
AF-D8VNS7-F1-model_v4,D8VNS7
AF-P56611-F1-model_v4,P56611
AF-P0CI12-F1-model_v4,P0CI12
AF-A0A6M6RE84-F1-model_v4,A0A6M6RE84
AF-P86147-F1-model_v4,P86147
AF-P0C1W5-F1-model_v4,P0C1W5
AF-Q6T271-F1-model_v4,Q6T271
AF-B8XH45-F1-model_v4,B8XH45
AF-P15224-F1-model_v4,P15224
AF-P0DJ74-F1-model_v4,P0DJ74
AF-Q7ZTA6-F1-model_v4,Q7ZTA6
AF-P0DPR9-F1-model_v4,P0DPR9
AF-P68410-F1-model_v4,P68410
AF-B1NWR6-F1-model_v4,B1NWR6
AF-P0C254-F1-model_v4,P0C254
AF-P84038-F1-model_v4,P84038
AF-A0A6B9L664-F1-model_v4,A0A6B9L664
AF-S4UJW3-F1-model_v4,S4UJW3
AF-P0DQF1-F1-model_v4,P0DQF1
AF-Q9PS48-F1-model_v4,Q9PS48
AF-H2ER23-F1-model_v4,H2ER23
AF-B3EWV0-F1-model_v4,B3EWV0
AF-Q3SB13-F1-model_v4,Q3SB13
AF-I1SB07-F1-model_v4,I1SB07
AF-B6DD40-F1-model_v4,B6DD40
AF-P0DJB9-F1-model_v4,P0DJB9
AF-Q1I173-F1-model_v4,Q1I173
AF-P0C1T8-F1-model_v4,P0C1T8
AF-A7X3V0-F1-model_v4,A7X3V0
AF-B4XT05-F1-model_v4,B4XT05
AF-P25672-F1-model_v4,P25672
